m_name	n_atoms_without_Hydrogen	n_atoms_with_Hydrogen	m_weight	m_avg_weigth	m_weigth_without_Hydrogen	n_radical_electrons	n_valence_electrons	n_aliphatic_carbocycles	n_aliphatic_heterocycles	n_aliphatic_rings	n_amide_bonds	n_aromatic_carbocycles	n_aromatic_heterocycles	n_aromatic_rings	n_saturated_carbocycles	n_saturated_heterocycles	n_saturated_rings	n_HBA	n_HBD	n_hetero_atoms	n_hetero_cycles	n_rings	n_strict_rotable_bonds	n_non_strict_rotable_bonds	n_primary_carbon_atoms	n_HOH	n_O	n_Hydrogen_acceptors	n_Hydrogen_donnors	n_briged_head_atoms	n_atoms_stereo_centers	n_atoms_unspecified_stereo_centers	n_spiro_atoms	m_logp	m_mr	fraction_CSP3	p_meninges
TETRAZEPAM	20	39	290.11859090800004	271.64199999999994	290.79399999999987	0	106	1	1	2	1	1	0	1	0	0	0	2	1	4	1	3	1	1	16	1	3	2	1	0	1	1	0	3.4475000000000025	82.15670000000003	0.4375	1
DIHYDROCODEINE	22	45	301.16779359599997	278.20199999999994	301.386	0	118	2	2	4	0	1	0	1	1	1	2	4	1	4	2	5	1	1	18	1	4	4	1	2	5	5	1	1.7251	82.55780000000007	0.6666666666666666	1
BEXAROTENE	26	54	348.208930136	320.26200000000006	348.48600000000016	0	136	1	0	1	0	2	0	2	0	0	0	1	1	2	0	3	3	3	24	1	2	1	1	0	0	0	0	6.103720000000006	108.00230000000006	0.375	0
FAMOTIDINE	20	35	337.04493572	322.336	337.45600000000013	0	112	0	0	0	0	0	1	1	0	0	0	7	5	12	1	1	7	8	8	8	9	7	5	0	0	0	0	-0.5583299999999984	82.3324	0.375	0
FRAMYCETIN	42	88	614.3122855319999	568.2820000000003	614.6500000000002	0	246	1	3	4	0	0	0	0	1	3	4	19	13	19	3	4	9	9	23	19	19	19	13	0	19	19	0	-8.895300000000018	138.35600000000002	1.0	0
ETILEFRINE	13	28	181.11027872	166.11499999999995	181.235	0	72	0	0	0	0	1	0	1	0	0	0	3	3	3	0	1	4	4	10	3	3	3	3	0	1	1	0	1.0351	51.61030000000003	0.4	0
PYRVINIUM	29	57	382.22777431609	354.30700000000013	382.53100000000006	0	146	0	0	0	0	2	2	4	0	0	0	2	0	3	2	4	4	4	26	0	3	2	0	0	0	0	0	5.308240000000006	123.62200000000004	0.19230769230769232	0
PRAVASTATIN_SODIUM	30	66	424.246103492	388.24600000000015	424.53400000000016	0	170	2	0	2	0	0	0	0	0	0	0	6	4	7	0	2	10	11	23	4	7	6	4	0	8	8	0	2.4404000000000003	111.44320000000006	0.7391304347826086	0
SIROLIMUS	65	144	913.5551415880002	834.5550000000002	914.1869999999997	0	366	1	3	4	1	0	0	0	1	2	3	13	3	14	3	4	6	6	51	3	14	13	3	2	15	15	0	6.180600000000008	245.13739999999908	0.7450980392156863	0
MEBEVERINE	31	66	429.25152322	394.27700000000016	429.55700000000013	0	170	0	0	0	0	2	0	2	0	0	0	6	0	6	0	2	13	14	25	0	6	6	0	0	1	1	0	4.6025000000000045	122.46950000000004	0.48	0
QUINALBARBITONE	17	35	238.131742436	220.143	238.287	0	94	0	1	1	4	0	0	0	0	1	1	3	2	5	1	1	5	5	12	2	5	3	2	0	1	1	0	1.3510999999999995	63.00040000000002	0.5833333333333334	1
ETHYLESTRENOL	21	53	288.245315644	256.21899999999994	288.475	0	118	4	0	4	0	0	0	0	3	0	3	1	1	1	0	4	1	1	20	1	1	1	1	0	6	6	0	5.0903000000000045	86.94380000000005	0.9	0
PIRMENOL	25	55	338.23581358	308.25500000000005	338.49500000000006	0	134	0	1	1	0	1	1	2	0	1	1	3	1	3	2	3	6	6	22	1	3	3	1	0	3	3	0	4.360600000000004	102.39280000000004	0.5	0
IOPANOIC_ACID	17	29	570.8002226240001	558.8380000000001	570.9340000000002	0	94	0	0	0	0	1	0	1	0	0	0	2	2	6	0	1	4	4	11	3	3	2	2	0	1	1	0	3.7359000000000018	94.12620000000004	0.3636363636363637	0
MEGESTROL_ACETATE	25	55	342.21949482	312.2390000000001	342.4790000000001	0	136	4	0	4	0	0	0	0	2	0	2	3	1	3	0	4	1	1	22	1	3	3	1	0	6	6	0	4.004500000000003	96.86380000000004	0.7272727272727273	0
PIPOBROMAN	16	32	353.95785195200006	339.92999999999995	356.05800000000005	0	92	0	1	1	2	0	0	0	0	1	1	2	0	6	1	1	4	6	10	0	4	2	0	0	0	0	0	1.2272	69.98200000000003	0.8	0
CARBIMAZOLE	12	22	186.04629856	176.15599999999998	186.236	0	66	0	0	0	0	0	1	1	0	0	0	5	0	5	1	1	1	3	7	0	4	5	0	0	0	0	0	1.56069	46.65700000000002	0.42857142857142855	0
MILTEFOSINE	27	74	408.32372203408994	361.20800000000014	408.5840000000002	0	164	0	0	0	0	0	0	0	0	0	0	3	1	6	0	0	20	20	21	1	5	3	1	0	1	1	0	6.307500000000008	114.94070000000008	1.0	0
MESUXIMIDE	15	28	203.094628656	190.137	203.24099999999999	0	78	0	1	1	2	1	0	1	0	1	1	2	0	3	1	2	1	1	12	0	3	2	0	0	1	1	0	1.3329999999999995	56.18800000000004	0.3333333333333333	1
PROPRANOLOL	19	40	259.157228912	238.18099999999995	259.349	0	102	0	0	0	0	2	0	2	0	0	0	3	2	3	0	2	6	6	16	2	3	3	2	0	1	1	0	2.577500000000001	78.58850000000005	0.375	1
INDIGOTINDISULFONATE	28	38	421.98785727999984	412.31600000000014	422.39600000000013	0	144	0	2	2	0	2	0	2	0	0	0	8	4	12	2	4	2	2	16	4	10	8	4	0	0	0	0	1.3082	95.44560000000004	0.0	0
PROCARBAZINE_HYDROCHLORIDE	16	35	221.152812228	202.152	221.304	0	88	0	0	0	1	1	0	1	0	0	0	3	3	4	0	1	5	6	12	3	4	3	3	0	0	0	0	1.0487999999999995	64.94360000000003	0.4166666666666667	0
PRIMAQUINE_PHOSPHATE	19	40	259.168462292	238.185	259.35299999999995	0	102	0	0	0	0	1	1	2	0	0	0	4	2	4	1	2	6	6	15	3	4	4	2	0	1	1	0	2.782700000000001	79.66810000000002	0.4	0
RESCINNAMINE	46	88	634.2890309239999	592.3900000000002	634.7260000000002	0	246	1	2	3	0	2	1	3	1	1	2	10	1	11	3	6	9	11	35	1	11	10	1	0	6	6	0	4.570700000000004	170.39769999999953	0.4857142857142857	0
TRAPIDIL	15	30	205.13274548	190.145	205.265	0	80	0	0	0	0	0	2	2	0	0	0	5	0	5	2	2	3	3	10	0	5	5	0	0	0	0	0	1.2789199999999998	59.08000000000003	0.5	0
MORNIFLUMATE	28	48	395.14567616	375.2210000000002	395.3810000000003	0	150	0	1	1	0	1	1	2	0	1	1	6	1	9	2	3	6	8	19	1	6	6	1	0	0	0	0	3.333000000000001	96.50520000000004	0.3684210526315789	0
SULFINPYRAZONE	29	49	404.1194635	384.33100000000013	404.49100000000016	0	146	0	1	1	2	3	0	3	0	1	1	3	0	6	1	4	6	6	23	0	5	3	0	0	1	1	0	3.7955000000000028	113.68040000000002	0.13043478260869565	0
NIFLUMIC	20	29	282.06161218799997	273.14899999999994	282.221	0	104	0	0	0	0	1	1	2	0	0	0	3	2	7	1	2	3	4	13	2	4	3	2	0	0	0	0	3.542200000000001	65.923	0.07692307692307693	0
TACRINE	15	29	198.115698448	184.157	198.26899999999992	0	76	1	0	1	0	1	1	2	0	0	0	2	1	2	1	3	0	0	13	2	2	2	1	0	0	0	0	2.6958	62.79740000000002	0.3076923076923077	1
DEXTROPROPOXYPHENE	25	54	339.21982916800005	310.247	339.4790000000002	0	134	0	0	0	0	2	0	2	0	0	0	3	0	3	0	2	8	9	22	0	3	3	0	0	2	2	0	4.2755000000000045	102.36700000000008	0.4090909090909091	1
BROTIZOLAM	22	32	391.94980710000004	383.61700000000013	393.6970000000002	0	110	0	1	1	0	1	2	3	0	0	0	5	0	7	3	4	1	1	15	0	4	5	0	0	0	0	0	4.4041200000000025	92.46799999999999	0.13333333333333333	1
BENZBROMARONE	22	34	421.91531844399987	411.99199999999996	424.088	0	112	0	0	0	0	2	1	3	0	0	0	3	1	5	1	3	3	3	17	1	3	3	1	0	0	0	0	5.456800000000002	92.53130000000002	0.1176470588235294	0
QUINAGOLIDE	27	60	395.224262916	362.3050000000002	395.5690000000001	0	152	1	1	2	0	1	0	1	0	1	1	4	2	7	1	3	7	7	20	2	6	4	2	0	3	3	0	2.1361	108.03830000000008	0.7	1
MAPROTILINE	21	44	277.183049736	254.22699999999992	277.411	0	108	3	0	3	0	2	0	2	0	0	0	1	1	1	0	5	4	4	20	1	1	1	1	2	0	0	0	4.211400000000004	87.90170000000006	0.4	1
AMPICILLIN	24	43	349.109627088	330.2600000000001	349.41200000000015	0	128	0	2	2	2	1	0	1	0	2	2	5	3	8	2	3	4	5	16	4	7	5	3	0	4	4	0	0.3181000000000002	89.02890000000004	0.4375	0
IFENPRODIL	24	51	325.20417910400005	298.2360000000001	325.45199999999994	0	128	0	1	1	0	2	0	2	0	1	1	3	2	3	1	3	5	5	21	2	3	3	2	0	2	2	0	3.7688000000000015	96.97160000000004	0.42857142857142855	1
NIMODIPINE	30	56	418.174001172	392.23800000000017	418.44600000000025	0	162	0	1	1	0	1	0	1	0	0	0	8	1	9	1	2	8	10	21	1	9	8	1	0	1	1	0	2.970800000000001	108.43610000000004	0.42857142857142855	1
PRIMIDONE	16	30	218.105527688	204.144	218.25599999999997	0	84	0	1	1	2	1	0	1	0	1	1	2	2	4	1	2	2	2	12	2	4	2	2	0	0	0	0	0.5378999999999994	59.56340000000003	0.3333333333333333	1
CEPHRADINE	24	43	349.10962708799985	330.2600000000001	349.41200000000015	0	128	1	2	3	2	0	0	0	0	1	1	5	3	8	2	3	4	5	16	4	7	5	3	0	3	3	0	0.3486000000000002	89.79090000000004	0.4375	0
FENOPROFEN_CALCIUM	18	32	242.094294308	228.16199999999995	242.274	0	92	0	0	0	0	2	0	2	0	0	0	2	1	3	0	2	4	4	15	1	3	2	1	0	1	1	0	3.6670000000000016	69.00880000000004	0.13333333333333333	0
ZUCLOPENTHIXOL	27	52	400.1376121	375.77500000000015	400.975	0	142	0	2	2	0	2	0	2	0	1	1	4	1	5	2	4	5	5	22	1	3	4	1	0	0	0	0	4.236300000000004	113.67880000000002	0.3636363636363637	1
PROQUAZONE	21	39	278.14191319599996	260.211	278.355	0	106	0	0	0	0	2	1	3	0	0	0	3	0	3	1	3	2	2	18	0	3	3	0	0	0	0	0	3.952820000000002	86.56100000000004	0.2222222222222222	0
GLIQUIDONE	37	70	527.2090067759999	494.3790000000003	527.6430000000003	0	198	1	1	2	4	2	0	2	1	0	1	6	2	10	1	4	7	9	27	2	9	6	2	0	0	0	0	3.5185000000000017	137.93569999999994	0.4444444444444444	0
PARAMETHASONE_ACETATE	28	57	392.19990224800006	363.2350000000001	392.46700000000016	0	154	4	0	4	0	0	0	0	3	0	3	5	3	6	0	4	2	2	22	3	5	5	3	0	9	9	0	1.7515999999999998	99.87440000000004	0.7272727272727273	0
TOLAZAMIDE	21	42	311.13036253200005	290.2390000000001	311.4070000000001	0	116	0	1	1	2	1	0	1	0	1	1	4	2	7	1	2	3	5	14	2	6	4	2	0	0	0	0	1.7739200000000002	80.07320000000004	0.5	0
ENOXIMONE	17	29	248.06194862400002	236.211	248.307	0	88	0	0	0	0	1	1	2	0	0	0	3	2	5	1	2	3	3	12	2	4	3	2	0	0	0	0	1.96432	67.80590000000001	0.16666666666666666	0
MEDAZEPAM	19	34	270.09237616	255.64299999999997	270.763	0	96	0	1	1	0	2	0	2	0	0	0	2	0	3	1	3	1	1	16	0	2	2	0	0	0	0	0	3.627200000000002	81.67000000000004	0.1875	1
CYCLACILLIN	23	46	341.14092721599997	318.249	341.43300000000005	0	128	1	2	3	2	0	0	0	1	2	3	5	3	8	2	3	3	4	15	4	7	5	3	0	3	3	0	0.2797000000000011	85.66190000000003	0.8	0
ACETYLDIGITOXIN	57	123	806.4452567920001	740.4590000000003	806.987	0	322	4	4	8	0	0	0	0	4	3	7	14	4	14	4	8	8	9	43	4	14	14	4	0	20	20	0	3.818100000000003	200.76819999999933	0.9069767441860463	0
LEVORPHANOL	19	42	257.17796435599996	234.19299999999996	257.377	0	102	2	1	3	0	1	0	1	1	1	2	2	1	2	1	4	0	0	17	1	2	2	1	2	3	3	0	3.0804000000000022	76.48180000000005	0.6470588235294118	1
DISULFIRAM	16	36	296.05093264	276.39200000000005	296.55200000000013	0	94	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	4	9	10	0	2	4	0	0	0	0	0	3.621200000000002	86.22000000000004	0.8	0
SERTRALINE	20	37	305.07380490400004	289.0999999999999	306.236	0	104	1	0	1	0	2	0	2	0	0	0	1	1	3	0	3	2	2	17	1	1	1	1	0	2	2	0	5.179600000000003	85.78170000000004	0.29411764705882354	1
MENATETRENONE	33	73	444.30283052	404.33900000000017	444.65900000000016	0	176	1	0	1	0	1	0	1	0	0	0	2	0	2	0	2	11	11	31	0	2	2	0	0	0	0	0	8.917900000000003	140.82399999999987	0.41935483870967744	0
GLUTAMIC_ACID	10	19	147.053157768	138.05799999999996	147.13	0	58	0	0	0	0	0	0	0	0	0	0	3	3	5	0	0	4	4	5	4	5	3	3	0	1	1	0	-0.7368999999999997	32.480999999999995	0.6	0
CHOLECALCIFEROL	28	72	384.339216028	340.2960000000001	384.6480000000003	0	158	3	0	3	0	0	0	0	3	0	3	1	1	1	0	3	6	6	27	1	1	1	1	0	5	5	0	7.619000000000009	121.18880000000007	0.7777777777777778	0
LEVALLORPHAN	21	46	283.19361442	258.215	283.415	0	112	2	1	3	0	1	0	1	1	1	2	2	1	2	1	4	2	2	19	1	2	2	1	2	3	3	0	3.6366000000000023	85.62180000000005	0.5789473684210527	1
CLOXACILLIN_SODIUM	29	47	435.0655693559999	417.7450000000002	435.8890000000002	0	152	0	2	2	2	1	1	2	0	2	2	6	2	10	3	4	4	5	19	2	8	6	2	0	3	3	0	2.5487200000000003	106.66800000000003	0.3684210526315789	0
BUPRENORPHINE	34	75	467.3035587919999	426.3220000000002	467.6500000000002	0	186	5	2	7	0	1	0	1	4	1	5	5	2	5	2	8	4	5	29	2	5	5	2	4	7	7	2	4.413800000000005	130.1996000000001	0.7931034482758621	1
IDEBENONE	24	54	338.20932406	308.20400000000006	338.44400000000013	0	136	1	0	1	0	0	0	0	0	0	0	5	1	5	0	1	12	12	19	1	5	5	1	0	0	0	0	3.462300000000003	92.39680000000006	0.6842105263157895	1
MIANSERIN	20	40	264.16264864	244.21199999999996	264.372	0	102	0	2	2	0	2	0	2	0	1	1	2	0	2	2	4	0	0	18	0	2	2	0	0	1	1	0	3.0839000000000016	83.27400000000007	0.3333333333333333	1
MIRTAZAPINE	20	39	265.157897608	246.20799999999997	265.36	0	102	0	2	2	0	1	1	2	0	1	1	3	0	3	3	4	0	0	17	0	3	3	0	0	1	1	0	2.4789000000000003	81.06900000000005	0.35294117647058826	1
EPLERENONE	30	60	414.20423868	384.25800000000015	414.49800000000033	0	162	4	2	6	0	0	0	0	3	2	5	6	0	6	2	6	1	2	24	0	6	6	0	0	8	8	2	3.1245000000000016	105.15300000000008	0.7916666666666666	0
MITOLACTOL	12	24	305.910233064	295.87	307.966	0	74	0	0	0	0	0	0	0	0	0	0	4	4	6	0	0	5	5	6	4	4	4	4	0	4	4	0	-0.7802000000000002	51.61520000000003	1.0	0
IODOQUINOL	13	18	396.84605978000013	391.9130000000001	396.953	0	66	0	0	0	0	1	1	2	0	0	0	2	1	4	1	2	0	0	9	1	2	2	1	0	0	0	0	3.1496000000000013	68.8418	0.0	0
CLONIXIN	18	29	262.050905272	251.60799999999998	262.696	0	92	0	0	0	0	1	1	2	0	0	0	3	2	5	1	2	3	3	13	2	4	3	2	0	0	0	0	3.4852200000000013	70.66800000000002	0.07692307692307693	0
GLYCOPYRROLATE	23	51	318.20637017609	290.213	318.4369999999999	0	126	1	1	2	0	1	0	1	1	1	2	3	1	4	1	3	4	5	19	1	4	3	1	0	2	2	0	2.4563	88.63620000000006	0.631578947368421	0
METACLAZEPAM	23	41	392.02910297599993	375.56800000000004	393.712	0	120	0	1	1	0	2	0	2	0	0	0	3	0	5	1	3	3	3	18	0	3	3	0	0	1	1	0	4.4047000000000045	100.16700000000004	0.2777777777777778	1
OXYTETRACYCLINE	33	57	460.14818034799987	436.2470000000001	460.43900000000014	0	176	3	0	3	1	1	0	1	0	0	0	10	7	11	0	4	2	2	22	8	11	10	7	0	6	6	0	-1.243599999999998	110.9307	0.4090909090909091	0
TRIMETHADIONE	10	19	143.058243148	134.07	143.14199999999997	0	56	0	1	1	2	0	0	0	0	1	1	3	0	4	1	1	0	0	6	0	4	3	0	0	0	0	0	0.3736	33.32999999999999	0.6666666666666666	1
ACETOHEXAMIDE	22	42	324.11437812	304.24200000000013	324.4020000000002	0	120	1	0	1	2	1	0	1	1	0	1	4	2	7	0	2	4	6	15	2	6	4	2	0	0	0	0	2.2098000000000004	82.17270000000005	0.4666666666666667	0
TRICHLORMETHIAZIDE	20	28	378.90218077599997	372.598	380.662	0	112	0	1	1	0	1	0	1	0	0	0	5	3	12	1	2	2	2	8	4	7	5	3	0	1	1	0	0.8210000000000011	76.05140000000002	0.25	0
TIANEPTINE	29	54	436.12235596	411.76100000000014	436.9610000000001	0	156	0	1	1	0	2	0	2	0	0	0	4	2	8	1	3	8	8	21	2	6	4	2	0	1	1	0	4.192600000000001	114.04930000000007	0.3809523809523809	1
CINOXACIN	19	29	262.05897142000003	252.14099999999996	262.22099999999995	0	98	0	1	1	0	1	1	2	0	0	0	6	1	7	2	3	2	2	12	1	7	6	1	0	0	0	0	0.8432999999999997	64.75930000000001	0.25	0
CALCITRIOL	30	74	416.329045268	372.29400000000015	416.6460000000003	0	170	3	0	3	0	0	0	0	3	0	3	3	3	3	0	3	6	6	27	3	3	3	3	0	6	6	0	5.704700000000009	124.03840000000008	0.7777777777777778	0
HYDROCHLOROTHIAZIDE	17	25	296.96447541599997	289.681	297.745	0	94	0	1	1	0	1	0	1	0	0	0	5	3	10	1	2	1	1	7	4	7	5	3	0	0	0	0	-0.35129999999999945	61.63640000000001	0.14285714285714285	0
BETAHISTINE	10	22	136.100048384	124.10199999999998	136.19799999999995	0	54	0	0	0	0	0	1	1	0	0	0	2	1	2	1	1	3	3	8	1	2	2	1	0	0	0	0	0.8434999999999999	41.86770000000002	0.375	1
ADEFOVIR	18	30	273.06269049400004	261.093	273.1889999999999	0	98	0	0	0	0	0	2	2	0	0	0	7	3	10	2	2	5	5	8	4	9	7	3	0	0	0	0	-0.4397000000000001	62.598500000000016	0.375	0
CLOTIAZEPAM	21	36	318.05936178	303.709	318.829	0	108	0	1	1	1	1	1	2	0	0	0	3	0	5	2	3	2	2	16	0	3	3	0	0	0	0	0	3.777700000000003	89.06500000000004	0.25	1
ZALEPLON	23	38	305.1276601	290.221	305.34100000000007	0	114	0	0	0	1	1	2	3	0	0	0	5	0	6	2	3	3	4	17	0	6	5	0	0	0	0	0	2.6407800000000003	86.83900000000004	0.17647058823529413	1
SELEGILINE	14	31	187.13609954400002	170.14999999999995	187.28599999999997	0	74	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	4	4	13	0	1	1	0	0	1	1	0	2.1826	61.07100000000004	0.38461538461538464	1
FLUPENTHIXOL	30	55	434.16396908	409.32700000000006	434.527	0	160	0	2	2	0	2	0	2	0	1	1	4	1	7	2	4	5	6	23	1	3	4	1	0	0	0	0	4.6017000000000055	113.67080000000004	0.39130434782608703	1
DYDROGESTERONE	23	51	312.208930136	284.22900000000004	312.4530000000001	0	124	4	0	4	0	0	0	0	2	0	2	2	0	2	0	4	1	1	21	0	2	2	0	0	6	6	0	4.499500000000004	90.78700000000003	0.7142857142857143	0
PROCAINAMIDE_HYDROCHLORIDE	17	38	235.16846229200002	214.16299999999995	235.331	0	94	0	0	0	1	1	0	1	0	0	0	3	2	4	0	1	6	7	13	3	4	3	2	0	0	0	0	1.3403999999999996	70.97560000000004	0.4615384615384616	0
JOSAMYCIN	58	127	827.466720508	758.4540000000002	828.0060000000003	0	332	0	3	3	0	0	0	0	0	2	2	16	3	16	3	3	12	14	42	3	16	16	3	0	16	16	0	3.0134000000000065	209.8513999999992	0.8095238095238095	0
DIPHENYLPYRALINE	21	44	281.17796435599996	258.2149999999999	281.399	0	110	0	1	1	0	2	0	2	0	1	1	2	0	2	1	3	4	4	19	0	2	2	0	0	0	0	0	3.886800000000004	86.33100000000006	0.3684210526315789	1
AMINEPTINE	25	52	337.20417910399993	310.247	337.46300000000014	0	132	1	0	1	0	2	0	2	0	0	0	2	2	3	0	3	8	8	22	2	3	2	2	0	0	0	0	4.4993000000000025	100.85850000000008	0.4090909090909091	1
GLIMEPIRIDE	34	68	490.22499118799993	456.3540000000002	490.6260000000003	0	186	1	1	2	5	1	0	1	1	0	1	5	3	10	1	3	7	11	24	3	9	5	3	0	0	0	0	3.0740000000000016	128.52190000000004	0.5416666666666666	0
TEGAFUR	14	23	200.059720368	191.097	200.169	0	76	0	1	1	0	0	1	1	0	1	1	4	1	6	2	2	1	1	8	1	5	4	1	0	1	1	0	-0.015300000000000038	45.50370000000001	0.5	0
CHLORPROPAMIDE	17	30	276.03354095599997	263.641	276.745	0	94	0	0	0	2	1	0	1	0	0	0	3	2	7	0	1	4	6	10	2	5	3	2	0	0	0	0	1.7379	65.46320000000003	0.3	0
PENTOBARBITAL	16	34	226.131742436	208.132	226.276	0	90	0	1	1	4	0	0	0	0	1	1	3	2	5	1	1	4	4	11	2	5	3	2	0	1	1	0	1.1849999999999998	58.47740000000002	0.7272727272727273	1
BALSALAZIDE	26	41	357.09608519999995	342.2020000000001	357.3220000000002	0	134	0	0	0	1	2	0	2	0	0	0	6	4	9	0	2	7	8	17	4	9	6	4	0	0	0	0	2.7103	90.27010000000006	0.1176470588235294	0
RIFAXIMIN	57	108	785.3523594519999	734.4829999999997	785.8909999999997	0	304	0	2	2	1	2	2	4	0	0	0	13	5	14	4	6	2	3	43	5	14	13	5	4	9	9	0	6.157840000000008	213.14339999999947	0.4418604651162791	0
TRIMETHOPRIM	21	39	290.13789043599996	272.17900000000003	290.3230000000001	0	112	0	0	0	0	1	1	2	0	0	0	7	2	7	1	2	5	5	14	4	7	7	2	0	0	0	0	1.2575999999999998	79.76080000000003	0.2857142857142857	0
OXPRENOLOL	19	42	265.16779359599997	242.16899999999995	265.35299999999995	0	106	0	0	0	0	1	0	1	0	0	0	4	2	4	0	1	9	9	15	2	4	4	2	0	1	1	0	1.9891	76.77450000000003	0.4666666666666667	1
TEMOZOLOMIDE	14	20	194.05522343200002	188.106	194.154	0	72	0	0	0	1	0	2	2	0	0	0	7	1	8	2	2	1	1	6	2	8	7	1	0	0	0	0	-2.078099999999999	44.5409	0.16666666666666666	0
PEMOLINE	13	21	176.058577496	168.111	176.17499999999995	0	66	0	1	1	1	1	0	1	0	0	0	3	1	4	1	2	1	1	9	2	4	3	1	0	1	1	0	0.5992000000000001	46.89740000000002	0.1111111111111111	1
CAFFEINE	14	24	194.08037556	184.114	194.19400000000002	0	74	0	0	0	0	0	2	2	0	0	0	6	0	6	2	2	0	0	8	0	6	6	0	0	0	0	0	-1.0293	51.19600000000001	0.375	1
DOXYLAMINE	20	42	270.173213324	248.2	270.376	0	106	0	0	0	0	1	1	2	0	0	0	3	0	3	1	2	6	6	17	0	3	3	0	0	1	1	0	2.923300000000001	81.63900000000005	0.35294117647058826	1
NICERGOLINE	31	57	483.11575379199996	458.18600000000015	484.3940000000002	0	162	1	1	2	0	1	2	3	0	1	1	6	0	7	3	5	4	5	24	0	6	6	0	0	3	3	0	3.9109000000000034	122.05450000000003	0.4166666666666667	1
PHYTONADIONE	33	79	450.34978071199987	404.33900000000017	450.70700000000016	0	182	1	0	1	0	1	0	1	0	0	0	2	0	2	0	2	14	14	31	0	2	2	0	0	2	2	0	9.157600000000002	140.8959999999999	0.6129032258064516	0
APOMORPHINE	20	37	267.125928784	250.19199999999992	267.328	0	102	1	1	2	0	2	0	2	0	0	0	3	2	3	1	4	0	0	17	2	3	3	2	0	1	1	0	2.8499000000000017	77.98660000000002	0.29411764705882354	1
CHLORPROTHIXINE	21	39	315.084848256	297.7249999999999	315.869	0	108	0	1	1	0	2	0	2	0	0	0	2	0	3	1	3	3	3	18	0	1	2	0	0	0	0	0	5.188000000000004	92.26700000000004	0.2222222222222222	1
ETHOSUXIMIDE	10	21	141.078978592	130.082	141.17	0	56	0	1	1	2	0	0	0	0	1	1	2	1	3	1	1	1	1	7	1	3	2	1	0	1	1	0	0.4492	36.1647	0.7142857142857143	1
PIRENZEPINE	26	47	351.16952491200004	330.24200000000013	351.41000000000014	0	134	0	2	2	2	1	1	2	0	1	1	5	1	7	3	4	2	3	19	1	7	5	1	0	0	0	0	1.5593999999999992	99.71520000000004	0.3157894736842105	0
CHLORAL_HYDRATE	7	10	163.919862376	162.379	165.40300000000005	0	44	0	0	0	0	0	0	0	0	0	0	2	2	5	0	0	0	1	2	2	2	2	2	0	0	0	0	0.6673000000000002	28.5156	1.0	1
TROVAFLOXACIN	30	45	416.109625	401.23900000000015	416.35900000000015	0	154	1	1	2	0	1	2	3	1	1	2	6	2	10	3	5	3	3	20	3	7	6	2	0	2	2	0	1.8945	101.34170000000003	0.25	0
CYPROHEPTADINE	22	43	287.167399672	266.23799999999994	287.40600000000006	0	110	1	1	2	0	2	0	2	0	1	1	1	0	1	1	4	0	0	21	0	1	1	0	0	0	0	0	4.697900000000004	94.56500000000004	0.2380952380952381	1
CHLORPHENIRAMINE	19	38	274.123676288	255.64299999999997	274.795	0	100	0	0	0	0	1	1	2	0	0	0	2	0	3	1	2	5	5	16	0	2	2	0	0	1	1	0	3.818600000000002	80.70300000000005	0.3125	1
PIVMECILLINAM	30	63	439.21409215600005	406.31400000000014	439.5780000000003	0	168	0	3	3	1	0	0	0	0	3	3	7	0	9	3	3	5	8	21	0	8	7	0	0	3	3	0	2.4116	114.91900000000008	0.8095238095238095	0
CALUSTERONE	23	55	316.240230264	284.22900000000004	316.485	0	128	4	0	4	0	0	0	0	3	0	3	2	1	2	0	4	0	0	21	1	2	2	1	0	7	7	0	4.515300000000005	91.88080000000005	0.8571428571428571	0
FLUCYTOSINE	9	13	129.033839968	125.06200000000001	129.09399999999997	0	48	0	0	0	0	0	1	1	0	0	0	3	2	5	1	1	0	0	4	3	4	3	2	0	0	0	0	-0.5088000000000001	29.228100000000005	0.0	0
PROCYCLIDINE	21	50	287.224914548	258.215	287.44699999999995	0	116	1	1	2	0	1	0	1	1	1	2	2	1	2	1	3	5	5	19	1	2	2	1	0	1	1	0	3.940400000000004	87.20480000000006	0.6842105263157895	1
METOCLOPRAMIDE	20	42	299.140054624	277.626	299.802	0	112	0	0	0	1	1	0	1	0	0	0	4	2	6	0	1	7	8	14	3	5	4	2	0	0	0	0	2.0024	82.53760000000005	0.5	1
OXACILLIN_SODIUM	28	47	401.10454170800006	382.29200000000014	401.44400000000013	0	146	0	2	2	2	1	1	2	0	2	2	6	2	9	3	4	4	5	19	2	8	6	2	0	3	3	0	1.89532	101.65800000000006	0.3684210526315789	0
GLUCOSAMINE	12	25	179.07937251599998	166.06799999999996	179.17200000000003	0	72	0	1	1	0	0	0	0	0	1	1	6	5	6	1	1	1	1	6	6	6	6	5	0	5	5	0	-3.2549999999999994	37.954600000000006	1.0	0
LOFEXIDINE	16	28	258.032668364	247.04	259.13599999999997	0	86	0	1	1	0	1	0	1	0	0	0	3	1	5	1	2	3	3	11	1	3	3	1	0	1	1	0	2.7624000000000013	66.85670000000002	0.3636363636363637	1
